Scenario,label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
274,5877b2815457a30014dda4d6,https://openei.org/apps/USURDB/rate/view/5877b2815457a30014dda4d6,17609,"Time-Of-Use Agricutural and Pumping - Small to Medium: TOU-PA-2,"" Option A (2kV-50kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Discount of $0.08/hp,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,1e+99,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 02:44:49', '01/12/2017 02:47:41']"
275,5877b3475457a3ff13dda4d8,https://openei.org/apps/USURDB/rate/view/5877b3475457a3ff13dda4d8,17609,"Time-Of-Use Agricutural and Pumping - Small to Medium: TOU-PA-2,"" Option A (50kV-220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Discount of $2.62/hp,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,1e+99,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 02:48:07', '01/12/2017 02:51:01']"
276,5877b40f5457a30014dda4d7,https://openei.org/apps/USURDB/rate/view/5877b40f5457a30014dda4d7,17609,"Time-Of-Use Agricutural and Pumping - Small to Medium: TOU-PA-2,"" Option A (at 220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.    Discount of $7.32/hp,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,1e+99,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 02:51:27', '01/12/2017 02:54:07']"
277,5877b9635457a3d81adda4d7,https://openei.org/apps/USURDB/rate/view/5877b9635457a3d81adda4d7,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option A (under 2kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:14:11', '01/12/2017 03:19:22']"
278,5877b5665457a3ff13dda4d9,https://openei.org/apps/USURDB/rate/view/5877b5665457a3ff13dda4d9,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option B (Under 2kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 02:57:10', '01/12/2017 02:59:58']"
279,5877b6285457a3d81adda4d6,https://openei.org/apps/USURDB/rate/view/5877b6285457a3d81adda4d6,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option B (2kV-50kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:00:24', '01/12/2017 03:03:18']"
280,5877b6f15457a3dd18dda4d7,https://openei.org/apps/USURDB/rate/view/5877b6f15457a3dd18dda4d7,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option B (50kV-220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:03:45', '01/12/2017 03:06:41']"
281,5877b7cb5457a3443bdda4d6,https://openei.org/apps/USURDB/rate/view/5877b7cb5457a3443bdda4d6,17609,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2,"" Option B (at 220kV)",Southern California Edison Co,Commercial,Tiered energy charges = energy generation charge + energy delivery charge    Wind Machine credit of $6.00/kW when applicable.,No comments,No voltage category given,12,1000000000.0,1000000000.0,3,1000000000.0,1000000000.0,5,1000000000.0,1000000000.0,1e+99,0,200,0,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,220000,No voltage maximum given,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:07:23', '01/12/2017 03:10:20']"
282,5877bab35457a3a80adda4d6,https://openei.org/apps/USURDB/rate/view/5877bab35457a3a80adda4d6,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option A (2kV-50kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge +energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,2000,50000,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:19:47', '01/12/2017 03:23:17']"
283,5877bba45457a3e264dda4d7,https://openei.org/apps/USURDB/rate/view/5877bba45457a3e264dda4d7,17609,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3,"" Option A (50kV-220kV)",Southern California Edison Co,Commercial,*Tiered energy structure = energy generation charge + energy delivery charge,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,500,200,True,12/31/2016,No end date given,No supercedes item given,https://www.sce.com/wps/portal/home/regulatory/tariff-books/rates-pricing-choices/agricultural-pumping-rates/!ut/p/b1/rVZLc-IwDP4rXDh64mdiH8NjAqGUFmgLXBgnsWm2JFAI3ba_fp2WmeWxkGS6PiWW9FmSP8myZtbEmqXyLV7ILF6lcpn_z-y53225yKO46zl-C7p3Laf1MLQR7SGjMDUK8MJy4Ze98GC74w9g1xvfE9gl9_B25LoEQtt6smbWLEyzdfZsTbehmoerNFNpNldpHe6_63CjFrulzFabjzrM5CbWGgSr1cvWSGSmtmC9icM4XYDweRWHymzLhdnZLbPdRi7Bepesc-mXbn7eOowja8qlFBIhBRBDEaDEUUCoSIMoDB3NVWiEdB_flQDy-BD33E53ZMRDB8Ou_9i-GTQQhhTv7a8oHNnztm_DbuOuP6CNGwQpPbU_Vziyh8NW04hFx-0PWpg_nNmfK1yx93rsun2ucO38QdH5A1rEry9-FDCsiGOzkySPvbbxoQfF4x0mYxefKpxf0tRE4VxUMG6ODmilORUR4YAzqgF1DKMENywLBLa15AHDNDgFHDAPGpfaXq_fGEPh0MqAfgkixr9eX2euKbe8rN4za3Kx3oLdNk7Vdnvq58n1IXboJ9WhE0EUABvrEFBbIxAo7gBIFbVFEGmzXQSIKwP6JSqgeuD7xlKH20Qul7VL-Tgpx55z6L6jKWYKCoAQpqa_KA1kyDCIlIg4djBhVBUBosqAfomO8oN8JCqKd0mtHEG80RGRpUBMUsYBJCHL7xMDESgbIJsJ7kRE41AUADZJZUC_RIv7QUKWcrNQJfPB6VHB2KYuKeUR0A5VgGJu3CeEAskJjJjNCI9IESCuDOiXaNk_yMffl1fVZBrV9o9v7fvx_Y7mUr9vHve9Mu9zAaBdGdAvMfHgTb_ZXxhYmT2DONUra3I4lViTf04l1uTKVFIp6f9zHFonDwknH3G-wMuw8znWSTLvZxwStn77vNG3t0AG_INcEvxWT38AsiDmtA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,No minimum monthly charge given,No annual minimum charge given,50001,219999,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['01/12/2017 03:23:48', '01/12/2017 03:26:44']"
